level_0,index,id,jid,jyear,jcase,jno,jdate_dt,jtitle,jtype,litigation_type,etl_datetime,source_id,source_cnt,source_id_v2,source_cnt_v2,精神慰撫金額,醫療費用,薪資收入,頭頸部,臉,胸部,腹部,背部,骨盆,上肢,下肢,其他,骨折,骨裂,擦挫傷,撕裂傷,鈍傷,損傷,胸部損傷,神經損傷,拉傷,扭傷,灼傷,脫位,壓迫,破缺損,腦震盪,壞死,內出血,水腫,瘀血,栓塞,剝離,截肢,衰竭,休克,失能,死亡,肇責 0/100,肇責 10/90,肇責 20/80,肇責 30/70,肇責 40/60,肇責 50/50,肇責 60/40,肇責 70/30,肇責 80/20,肇責 90/10,肇責 100/0,未滿18歲(高中以下),18-24歲(大學、研究所),25-29歲,30-39歲,40-49歲,50-59歲,60-64歲,65歲以上(退休)
8712,712,213108,"KSDV,110,簡,122,20220427,1",110,簡,122,1651017600000,侵權行為損害賠償,臺灣高雄地方法院,民事判決,1688136019337,8712,1,8712,1,80000.0,11990,26000,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8714,714,219575,"KSEV,111,雄簡,102,20230215,1",111,雄簡,102,1676419200000,損害賠償,高雄簡易庭,民事判決,1688136019337,8714,1,8714,1,300000.0,568051,42461,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8715,715,248772,"MLDV,110,苗簡,174,20220708,2",110,苗簡,174,1657238400000,侵權行為損害賠償,臺灣苗栗地方法院,民事判決,1688136019337,8715,1,8715,1,300000.0,93447,42461,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8716,716,443965,"STEV,110,店簡,1218,20220513,1",110,店簡,1218,1652400000000,損害賠償,新店簡易庭,民事判決,1688136019337,8716,1,8716,1,30000.0,38290,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8717,717,518839,"TCDV,110,簡,259,20210527,1",110,簡,259,1622073600000,損害賠償,臺灣臺中地方法院,民事判決,1688136019337,8717,1,8717,1,200000.0,78205,23800,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8718,718,528318,"TCEV,110,中簡,3545,20221028,1",110,中簡,3545,1666915200000,損害賠償,臺中簡易庭,民事判決,1688136019337,8718,1,8718,1,150000.0,13392,23800,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8723,723,3324,"CDEV,110,橋簡,607,20211203,1",110,橋簡,607,1638489600000,損害賠償,橋頭簡易庭,民事判決,1688136019337,8723,1,8723,1,150000.0,66316,23800,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8724,724,32941,"CHDV,110,簡,54,20210528,1",110,簡,54,1622160000000,損害賠償,臺灣彰化地方法院,民事判決,1688136019337,8724,1,8724,1,150000.0,349493,40000,0,1,1,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8725,725,38813,"CLEV,110,壢簡,1672,20220331,1",110,壢簡,1672,1648684800000,損害賠償,中壢簡易庭,民事判決,1688136019337,8725,1,8725,1,20000.0,1050,40000,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8729,729,218812,"KSEV,110,雄簡,440,20210817,1",110,雄簡,440,1629158400000,損害賠償,高雄簡易庭,民事判決,1688136019337,8729,1,8729,1,800000.0,47228,40000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
8730,730,333484,"PCDV,110,簡,97,20211119,1",110,簡,97,1637280000000,侵權行為損害賠償,臺灣新北地方法院,民事判決,1688136019337,8730,1,8730,1,300000.0,62119,24000,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8732,732,341044,"PCEV,110,板簡,1402,20211215,2",110,板簡,1402,1639526400000,侵權行為損害賠償,板橋簡易庭,民事判決,1688136019337,8732,1,8732,1,50000.0,19681,24000,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8734,734,527699,"TCEV,110,中小,4740,20220517,2",110,中小,4740,1652745600000,損害賠償,臺中簡易庭,民事判決,1688136019337,8734,1,8734,1,20000.0,3170,24000,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8739,739,669182,"TPEV,111,北簡,858,20230322,1",111,北簡,858,1679443200000,侵權行為損害賠償,臺北簡易庭,民事判決,1688136019337,8739,1,8739,1,100000.0,88771,25500,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8741,741,800111,"TYDV,109,訴,2883,20210531,1",109,訴,2883,1622419200000,損害賠償,臺灣桃園地方法院,民事判決,1688136019337,8741,1,8741,1,350000.0,487119,35167,0,1,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8742,742,801981,"TYDV,110,簡,22,20210607,1",110,簡,22,1623024000000,損害賠償,臺灣桃園地方法院,民事判決,1688136019337,8742,1,8742,1,200000.0,160574,70120,1,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8744,744,807224,"TYEV,110,桃原簡,11,20211217,1",110,桃原簡,11,1639699200000,侵權行為損害賠償,桃園簡易庭,民事判決,1688136019337,8744,1,8744,1,80000.0,76051,70120,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8745,745,21410,"CHDM,110,交附民,153,20220428,1",110,交附民,153,1651104000000,請求賠償損害,臺灣彰化地方法院,民事判決,1688136019337,8745,1,8745,1,800000.0,76051,50000,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8747,747,80003,"CTDV,110,簡,200,20211029,1",110,簡,200,1635465600000,損害賠償,臺灣橋頭地方法院,民事判決,1688136019337,8747,1,8747,1,100000.0,56110,50000,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8748,748,104887,"CYEV,110,嘉簡,608,20211007,1",110,嘉簡,608,1633564800000,侵權行為損害賠償,嘉義簡易庭(含朴子),民事判決,1688136019337,8748,1,8748,1,100000.0,56110,50000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8750,750,113140,"FYEV,110,豐簡,381,20210819,1",110,豐簡,381,1629331200000,損害賠償,豐原簡易庭,民事判決,1688136019337,8750,1,8750,1,60000.0,11461,50000,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8752,752,218798,"KSEV,110,雄簡,378,20220321,1",110,雄簡,378,1647820800000,損害賠償,高雄簡易庭,民事判決,1688136019337,8752,1,8752,1,250000.0,215077,29500,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8753,753,341086,"PCEV,110,板簡,1603,20211207,3",110,板簡,1603,1638835200000,侵權行為損害賠償,板橋簡易庭,民事判決,1688136019337,8753,1,8753,1,120000.0,46938,25000,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8754,754,341369,"PCEV,110,板簡,2890,20220309,1",110,板簡,2890,1646784000000,侵權行為損害賠償,板橋簡易庭,民事判決,1688136019337,8754,1,8754,1,30000.0,2330,26000,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8755,755,432115,"SLDV,110,簡,12,20220527,1",110,簡,12,1653609600000,損害賠償,臺灣士林地方法院,民事判決,1688136019337,8755,1,8755,1,20000.0,5541,60000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8756,756,518929,"TCDV,110,簡,96,20220125,1",110,簡,96,1643068800000,損害賠償,臺灣臺中地方法院,民事判決,1688136019337,8756,1,8756,1,450000.0,320968,44627,0,1,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8757,757,529509,"TCEV,111,中簡,30,20221230,1",111,中簡,30,1672358400000,損害賠償,臺中簡易庭,民事判決,1688136019337,8757,1,8757,1,400000.0,469243,27600,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8759,759,666842,"TPEV,110,北簡,19525,20220602,1",110,北簡,19525,1654128000000,損害賠償,臺北簡易庭,民事判決,1688136019337,8759,1,8759,1,400000.0,469243,27600,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8760,760,667107,"TPEV,110,北簡,7052,20211111,1",110,北簡,7052,1636588800000,損害賠償,臺北簡易庭,民事判決,1688136019337,8760,1,8760,1,50000.0,11633,27600,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8762,762,807790,"TYEV,110,桃簡,816,20220311,1",110,桃簡,816,1646956800000,損害賠償,桃園簡易庭,民事判決,1688136019337,8762,1,8762,1,15000.0,980,25000,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8763,763,755,"CCEV,110,潮原小,5,20210913,1",110,潮原小,5,1631491200000,請求損害賠償,潮州簡易庭,民事判決,1688136019337,8763,1,8763,1,40000.0,3632,25000,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8766,766,157213,"KLDV,109,基簡,1198,20210427,1",109,基簡,1198,1619481600000,損害賠償,臺灣基隆地方法院,民事判決,1688136019337,8766,1,8766,1,30000.0,1490,25000,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8768,768,372138,"PTDV,110,簡,45,20210430,1",110,簡,45,1619740800000,請求侵權行為損害賠償,臺灣屏東地方法院,民事判決,1688136019337,8768,1,8768,1,0.0,799764,25000,1,1,1,1,0,0,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8770,770,518824,"TCDV,110,簡,24,20210617,1",110,簡,24,1623888000000,損害賠償,臺灣臺中地方法院,民事判決,1688136019337,8770,1,8770,1,150000.0,41472,34600,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8771,771,527377,"TCEV,110,中小,2220,20210916,1",110,中小,2220,1631750400000,損害賠償,臺中簡易庭,民事判決,1688136019337,8771,1,8771,1,15000.0,2187,23800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8772,772,529231,"TCEV,111,中簡,124,20220331,1",111,中簡,124,1648684800000,損害賠償,臺中簡易庭,民事判決,1688136019337,8772,1,8772,1,180000.0,99744,32000,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8773,773,529353,"TCEV,111,中簡,195,20230323,1",111,中簡,195,1679529600000,損害賠償,臺中簡易庭,民事判決,1688136019337,8773,1,8773,1,200000.0,234442,29328,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8775,775,807689,"TYEV,110,桃簡,34,20220211,2",110,桃簡,34,1644537600000,損害賠償,桃園簡易庭,民事判決,1688136019337,8775,1,8775,1,30000.0,7790,29328,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8776,776,46815,"CPEV,110,竹東簡,118,20220513,1",110,竹東簡,118,1652400000000,損害賠償,竹北簡易庭(含竹東),民事判決,1688136019337,8776,1,8776,1,200000.0,82392,29328,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8777,777,104918,"CYEV,110,嘉簡,696,20220630,1",110,嘉簡,696,1656547200000,損害賠償,嘉義簡易庭(含朴子),民事判決,1688136019337,8777,1,8777,1,200000.0,66075,29328,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8778,778,157840,"KLDV,110,基簡,142,20210422,1",110,基簡,142,1619049600000,損害賠償,臺灣基隆地方法院,民事判決,1688136019337,8778,1,8778,1,120000.0,59637,23800,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8779,779,265597,"NTDV,110,簡,17,20210525,1",110,簡,17,1621900800000,損害賠償,臺灣南投地方法院,民事判決,1688136019337,8779,1,8779,1,5000.0,800,22000,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8781,781,397223,"SCDV,110,竹簡,414,20220510,2",110,竹簡,414,1652140800000,損害賠償,臺灣新竹地方法院,民事判決,1688136019337,8781,1,8781,1,300000.0,26532,31108,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8785,785,807682,"TYEV,110,桃簡,309,20220610,1",110,桃簡,309,1654819200000,侵權行為損害賠償,桃園簡易庭,民事判決,1688136019337,8785,1,8785,1,600000.0,95277,25000,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8786,786,836,"CCEV,110,潮簡,115,20220110,1",110,潮簡,115,1641772800000,請求損害賠償,潮州簡易庭,民事判決,1688136019337,8786,1,8786,1,250000.0,714704,45800,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
8790,790,341504,"PCEV,110,板簡,962,20220317,2",110,板簡,962,1647475200000,侵權行為損害賠償,板橋簡易庭,民事判決,1688136019337,8790,1,8790,1,50000.0,27882,45800,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8791,791,373146,"PTEV,109,屏簡,491,20210526,1",109,屏簡,491,1621987200000,損害賠償,屏東簡易庭,民事判決,1688136019337,8791,1,8791,1,20000.0,27882,45800,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8792,792,398835,"SCDV,111,簡上,3,20220913,1",111,簡上,3,1663027200000,損害賠償,臺灣新竹地方法院,民事判決,1688136019337,8792,1,8792,1,300000.0,90148,38936,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8793,793,439244,"SLEV,110,士小,1315,20211020,1",110,士小,1315,1634688000000,損害賠償,士林簡易庭,民事判決,1688136019337,8793,1,8793,1,15000.0,90148,38936,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8795,795,518870,"TCDV,110,簡,309,20220331,1",110,簡,309,1648684800000,損害賠償,臺灣臺中地方法院,民事判決,1688136019337,8795,1,8795,1,150000.0,288602,38200,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8796,796,528288,"TCEV,110,中簡,34,20210923,1",110,中簡,34,1632355200000,損害賠償,臺中簡易庭,民事判決,1688136019337,8796,1,8796,1,10000.0,1020,38200,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8799,799,607590,"TNHV,109,訴易,19,20220707,1",109,訴易,19,1657152000000,損害賠償,臺灣高等法院臺南分院,民事判決,1688136019337,8799,1,8799,1,80000.0,3788,38200,1,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8801,801,666438,"TPEV,110,北小,794,20210429,1",110,北小,794,1619654400000,侵權行為損害賠償,臺北簡易庭,民事判決,1688136019337,8801,1,8801,1,80000.0,3788,38200,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8805,805,158574,"KLDV,111,基簡,119,20220915,1",111,基簡,119,1663200000000,損害賠償,臺灣基隆地方法院,民事判決,1688136019337,8805,1,8805,1,70000.0,195663,38200,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8806,806,218528,"KSEV,110,雄簡,1226,20220511,1",110,雄簡,1226,1652227200000,損害賠償,高雄簡易庭,民事判決,1688136019337,8806,1,8806,1,150000.0,277005,38200,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8807,807,339980,"PCEV,109,板簡,2260,20210412,2",109,板簡,2260,1618185600000,侵權行為損害賠償,板橋簡易庭,民事判決,1688136019337,8807,1,8807,1,30000.0,10145,38200,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8808,808,341356,"PCEV,110,板簡,285,20220316,1",110,板簡,285,1647388800000,侵權行為損害賠償,板橋簡易庭,民事判決,1688136019337,8808,1,8808,1,100000.0,119940,45000,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8809,809,397498,"SCDV,110,訴,890,20211222,1",110,訴,890,1640131200000,損害賠償等,臺灣新竹地方法院,民事判決,1688136019337,8809,1,8809,1,50000.0,119940,45000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8810,810,402417,"SDEV,110,沙簡,725,20220316,1",110,沙簡,725,1647388800000,損害賠償,沙鹿簡易庭,民事判決,1688136019337,8810,1,8810,1,100000.0,15200,45000,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8811,811,402428,"SDEV,110,沙簡,755,20220517,1",110,沙簡,755,1652745600000,損害賠償,沙鹿簡易庭,民事判決,1688136019337,8811,1,8811,1,319319.0,35432,45000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8812,812,442041,"SSEV,110,新簡,51,20230110,1",110,新簡,51,1673308800000,損害賠償,新市簡易庭,民事判決,1688136019337,8812,1,8812,1,500000.0,25671,24000,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8814,814,3259,"CDEV,110,橋簡,370,20211013,1",110,橋簡,370,1634083200000,損害賠償,橋頭簡易庭,民事判決,1688136019337,8814,1,8814,1,30000.0,1590,32000,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8815,815,32952,"CHDV,110,簡,70,20210909,1",110,簡,70,1631145600000,損害賠償,臺灣彰化地方法院,民事判決,1688136019337,8815,1,8815,1,500000.0,130564,32000,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8816,816,46703,"CPEV,110,竹北簡,246,20220415,1",110,竹北簡,246,1649980800000,損害賠償,竹北簡易庭(含竹東),民事判決,1688136019337,8816,1,8816,1,50000.0,4455,32000,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8817,817,79966,"CTDV,110,簡,15,20210922,1",110,簡,15,1632268800000,損害賠償,臺灣橋頭地方法院,民事判決,1688136019337,8817,1,8817,1,500000.0,72461,43392,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8818,818,127139,"HLEV,110,花簡,317,20210831,1",110,花簡,317,1630368000000,侵權行為損害賠償,花蓮簡易庭(含玉里),民事判決,1688136019337,8818,1,8818,1,500000.0,72461,43392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8823,823,231500,"LTEV,110,羅簡,260,20220121,1",110,羅簡,260,1642723200000,損害賠償,羅東簡易庭,民事判決,1688136019337,8823,1,8823,1,50000.0,660,23800,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
